stime,proto,sip,dip,uplink_length,downlink_length
2017-11-07 10:20:38,smtp,10.116.216.71,10.5.71.60,141,182
2017-11-07 10:20:40,smtp,10.116.216.71,10.5.71.60,141,232
2017-11-07 10:20:49,smtp,10.116.216.73,10.5.71.60,179,167
2017-11-07 10:20:52,smtp,10.64.105.156,10.5.71.60,163,241
2017-11-07 10:20:53,smtp,10.116.216.71,10.5.71.60,155,235
2017-11-07 10:20:55,smtp,10.116.216.71,10.5.71.60,142,359
2017-11-07 10:20:57,smtp,10.116.216.72,10.5.71.60,139,373
2017-11-07 10:21:01,smtp,60.182.126.242,10.5.71.60,102,231
2017-11-07 10:21:11,smtp,10.116.216.71,10.5.71.60,187,348
2017-11-07 10:21:12,smtp,10.64.105.151,10.5.71.60,149,316
2017-11-07 10:21:19,smtp,10.116.216.71,10.5.71.60,154,365
2017-11-07 10:21:25,smtp,10.116.216.71,10.5.71.60,168,101
2017-11-07 10:21:28,smtp,111.202.126.72,10.5.71.60,159,213
2017-11-07 10:21:30,smtp,10.64.105.92,10.5.71.60,108,377
2017-11-07 10:21:33,smtp,10.116.216.71,10.5.71.60,170,391
2017-11-07 10:21:35,smtp,10.64.105.229,10.5.71.60,138,232
2017-11-07 10:21:36,smtp,111.202.126.72,10.5.71.60,180,162
2017-11-07 10:21:43,smtp,10.116.216.71,10.5.71.60,158,271
2017-11-07 10:21:49,smtp,10.116.216.72,10.5.71.60,156,396
2017-11-07 10:21:50,smtp,10.116.216.73,10.5.71.60,111,226
2017-11-07 10:21:50,smtp,121.226.153.15,10.5.71.60,153,188
2017-11-07 10:21:50,smtp,10.64.105.12,10.5.71.60,125,256
2017-11-07 10:21:51,smtp,10.64.105.246,10.5.71.60,123,384
2017-11-07 10:21:52,smtp,10.116.216.72,10.5.71.60,104,250
2017-11-07 10:21:53,smtp,10.64.106.12,10.5.71.60,162,130
2017-11-07 10:22:00,smtp,10.116.216.71,10.5.71.60,135,179
2017-11-07 10:22:08,smtp,10.116.216.72,10.5.71.60,158,170
2017-11-07 10:22:23,smtp,10.64.105.176,10.5.71.60,125,360
2017-11-07 10:22:24,smtp,10.116.216.71,10.5.71.60,170,233
2017-11-07 10:22:26,smtp,10.116.216.73,10.5.71.60,100,346
2017-11-07 10:22:40,smtp,125.112.226.59,10.5.71.60,100,168
2017-11-07 10:22:41,smtp,10.116.216.71,10.5.71.60,101,271
2017-11-07 10:22:46,smtp,125.112.226.59,10.5.71.60,158,135
2017-11-07 10:22:56,smtp,10.116.216.71,10.5.71.60,180,179
2017-11-07 10:22:57,smtp,10.116.216.71,10.5.71.60,123,313
2017-11-07 10:22:58,smtp,10.116.216.71,10.5.71.60,141,396
2017-11-07 10:23:09,smtp,10.64.105.23,10.5.71.60,150,179
2017-11-07 10:23:10,smtp,10.116.216.71,10.5.71.60,132,364
2017-11-07 10:23:16,smtp,10.116.216.72,10.5.71.60,117,182
2017-11-07 10:23:44,smtp,10.116.216.71,10.5.71.60,138,253
2017-11-07 10:23:50,smtp,10.116.216.72,10.5.71.60,137,371
2017-11-07 10:23:51,smtp,10.116.216.71,10.5.71.60,114,256
2017-11-07 10:23:56,smtp,10.116.216.71,10.5.71.60,183,319
2017-11-07 10:23:56,smtp,10.116.216.71,10.5.71.60,164,211
2017-11-07 10:24:04,smtp,111.202.126.72,10.5.71.60,105,121
2017-11-07 10:24:05,smtp,10.116.216.71,10.5.71.60,197,269
2017-11-07 10:24:05,smtp,14.17.32.47,10.5.71.60,102,253
2017-11-07 10:24:13,smtp,163.177.72.176,10.5.71.60,152,296
2017-11-07 10:24:18,smtp,10.116.216.71,10.5.71.60,156,355
2017-11-07 10:24:30,smtp,10.116.216.71,10.5.71.60,145,288
2017-11-07 10:24:30,smtp,10.116.216.73,10.5.71.60,197,170
2017-11-07 10:24:50,smtp,10.116.216.72,10.5.71.60,101,227
2017-11-07 10:24:52,smtp,10.116.216.71,10.5.71.60,104,110
2017-11-07 10:25:03,smtp,10.116.216.71,10.5.71.60,138,340
2017-11-07 10:25:05,smtp,10.116.216.71,10.5.71.60,100,179
2017-11-07 10:25:11,smtp,10.64.105.148,10.5.71.60,136,296
2017-11-07 10:25:12,smtp,10.116.216.71,10.5.71.60,141,288
2017-11-07 10:25:15,smtp,218.0.69.130,10.5.71.60,113,315
2017-11-07 10:25:16,smtp,10.116.216.71,10.5.71.60,167,196
2017-11-07 10:25:17,smtp,222.189.244.116,10.5.71.60,108,118
2017-11-07 10:25:21,smtp,10.116.216.71,10.5.71.60,191,300
2017-11-07 10:25:25,smtp,122.247.85.76,10.5.71.60,124,100
2017-11-07 10:25:33,smtp,60.182.126.242,10.5.71.60,128,221
2017-11-07 10:25:34,smtp,10.116.216.71,10.5.71.60,160,206
2017-11-07 10:25:43,smtp,10.116.216.72,10.5.71.60,130,346
2017-11-07 10:25:50,smtp,10.116.216.71,10.5.71.60,135,313
2017-11-07 10:25:50,smtp,10.116.216.71,10.5.71.60,184,122
2017-11-07 10:25:51,smtp,10.116.216.71,10.5.71.60,118,298
2017-11-07 10:25:53,smtp,10.116.216.72,10.5.71.60,154,307
2017-11-07 10:25:55,smtp,10.64.106.30,10.5.71.60,195,197
2017-11-07 10:26:02,smtp,10.116.216.71,10.5.71.60,126,108
2017-11-07 10:26:19,smtp,10.116.216.71,10.5.71.60,125,200
2017-11-07 10:26:31,smtp,10.116.216.71,10.5.71.60,183,228
2017-11-07 10:26:31,smtp,219.142.78.230,10.5.71.60,161,261
2017-11-07 10:26:33,smtp,10.64.105.58,10.5.71.60,137,149
2017-11-07 10:26:33,smtp,111.202.126.72,10.5.71.60,141,217
2017-11-07 10:26:34,smtp,10.116.216.72,10.5.71.60,195,348
2017-11-07 10:26:37,smtp,10.116.216.71,10.5.71.60,118,301
2017-11-07 10:26:42,smtp,10.116.216.71,10.5.71.60,130,309
2017-11-07 10:26:48,smtp,10.116.216.71,10.5.71.60,164,269
2017-11-07 10:26:49,smtp,10.116.216.72,10.5.71.60,199,303
2017-11-07 10:26:55,smtp,10.116.216.71,10.5.71.60,148,170
2017-11-07 10:26:57,smtp,10.116.216.71,10.5.71.60,113,154
2017-11-07 10:27:06,smtp,10.64.105.111,10.5.71.60,142,210
2017-11-07 10:27:06,smtp,10.116.216.72,10.5.71.60,179,279
2017-11-07 10:27:18,smtp,10.116.216.71,10.5.71.60,127,260
2017-11-07 10:27:22,smtp,10.116.216.71,10.5.71.60,174,302
2017-11-07 10:27:27,smtp,10.116.216.72,10.5.71.60,111,271
2017-11-07 10:27:37,smtp,10.116.216.71,10.5.71.60,162,396
2017-11-07 10:27:45,smtp,219.142.78.230,10.5.71.60,158,130
2017-11-07 10:27:49,smtp,60.179.248.88,10.5.71.60,118,365
2017-11-07 10:27:49,smtp,10.116.216.71,10.5.71.60,125,140
2017-11-07 10:27:54,smtp,10.116.216.71,10.5.71.60,150,154
2017-11-07 10:27:59,smtp,10.116.216.72,10.5.71.60,184,363
2017-11-07 10:27:59,smtp,10.116.216.71,10.5.71.60,134,350
2017-11-07 10:28:01,smtp,10.116.216.71,10.5.71.60,139,308
2017-11-07 10:28:26,smtp,10.64.105.236,10.5.71.60,182,241
2017-11-07 10:28:30,smtp,10.116.216.71,10.5.71.60,175,181
2017-11-07 10:28:32,smtp,10.64.105.226,10.5.71.60,140,357
2017-11-07 10:28:32,smtp,10.116.216.71,10.5.71.60,162,349
2017-11-07 10:28:33,smtp,10.116.216.71,10.5.71.60,154,349
2017-11-07 10:28:34,smtp,10.116.216.71,10.5.71.60,172,350
2017-11-07 10:28:37,smtp,10.116.216.72,10.5.71.60,188,378
2017-11-07 10:28:38,smtp,10.116.216.71,10.5.71.60,185,332
2017-11-07 10:28:42,smtp,14.17.32.47,10.5.71.60,168,260
2017-11-07 10:28:55,smtp,10.116.216.71,10.5.71.60,136,102
2017-11-07 10:29:09,smtp,10.116.216.71,10.5.71.60,166,222
2017-11-07 10:29:09,smtp,163.177.72.176,10.5.71.60,177,221
2017-11-07 10:29:16,smtp,10.116.216.72,10.5.71.60,157,297
2017-11-07 10:29:30,smtp,10.64.105.17,10.5.71.60,156,232
2017-11-07 10:29:41,smtp,10.64.105.232,10.5.71.60,108,294
2017-11-07 10:29:43,smtp,60.179.248.88,10.5.71.60,169,188
2017-11-07 10:29:51,smtp,10.116.216.71,10.5.71.60,130,368
2017-11-07 10:29:53,smtp,10.116.216.72,10.5.71.60,171,200
2017-11-07 10:29:55,smtp,10.116.216.72,10.5.71.60,168,372
2017-11-07 10:30:03,smtp,10.116.216.72,10.5.71.60,156,169
2017-11-07 10:30:17,smtp,10.116.216.73,10.5.71.60,175,129
2017-11-07 10:30:24,smtp,10.64.105.31,10.5.71.60,186,286
2017-11-07 10:30:31,smtp,10.116.216.73,10.5.71.60,191,106
2017-11-07 10:30:32,smtp,10.116.216.73,10.5.71.60,186,203
2017-11-07 10:30:43,smtp,10.116.216.71,10.5.71.60,102,336
2017-11-07 10:30:46,smtp,10.64.105.75,10.5.71.60,161,362
2017-11-07 10:30:47,smtp,10.116.216.71,10.5.71.60,121,131
2017-11-07 10:30:48,smtp,10.116.216.71,10.5.71.60,129,100
2017-11-07 10:30:50,smtp,10.116.216.71,10.5.71.60,171,123
2017-11-07 10:30:55,smtp,10.116.216.73,10.5.71.60,181,358
2017-11-07 10:30:59,smtp,10.116.216.72,10.5.71.60,169,202
2017-11-07 10:31:27,smtp,222.189.247.148,10.5.71.60,183,115
2017-11-07 10:31:36,smtp,10.116.216.72,10.5.71.60,168,360
2017-11-07 10:31:36,smtp,10.64.105.129,10.5.71.60,129,246
2017-11-07 10:31:45,smtp,10.116.216.71,10.5.71.60,164,362
2017-11-07 10:31:47,smtp,10.116.216.71,10.5.71.60,128,230
2017-11-07 10:31:51,smtp,10.116.216.71,10.5.71.60,108,154
2017-11-07 10:32:02,smtp,10.116.216.71,10.5.71.60,161,323
2017-11-07 10:32:06,smtp,10.116.216.71,10.5.71.60,199,171
2017-11-07 10:32:07,smtp,10.64.105.66,10.5.71.60,167,250
2017-11-07 10:32:08,smtp,163.177.72.176,10.5.71.60,176,295
2017-11-07 10:32:27,smtp,125.112.225.185,10.5.71.60,132,379
2017-11-07 10:32:40,smtp,10.116.216.72,10.5.71.60,182,308
2017-11-07 10:32:46,smtp,10.64.105.229,10.5.71.60,145,143
2017-11-07 10:32:55,smtp,10.116.216.73,10.5.71.60,135,153
2017-11-07 10:33:06,smtp,10.116.216.73,10.5.71.60,105,264
2017-11-07 10:33:17,smtp,10.116.216.71,10.5.71.60,132,160
2017-11-07 10:33:17,smtp,10.116.216.71,10.5.71.60,138,170
2017-11-07 10:33:22,smtp,10.64.105.68,10.5.71.60,124,333
2017-11-07 10:33:22,smtp,14.17.32.47,10.5.71.60,150,244
2017-11-07 10:33:26,smtp,111.202.126.72,10.5.71.60,126,266
2017-11-07 10:33:26,smtp,125.112.225.185,10.5.71.60,159,232
2017-11-07 10:33:39,smtp,222.189.244.116,10.5.71.60,120,224
2017-11-07 10:33:49,smtp,122.247.85.76,10.5.71.60,115,217
2017-11-07 10:33:54,smtp,10.116.216.71,10.5.71.60,198,221
2017-11-07 10:33:58,smtp,10.116.216.72,10.5.71.60,132,208
2017-11-07 10:34:10,smtp,10.116.216.71,10.5.71.60,174,358
2017-11-07 10:34:17,smtp,10.64.105.139,10.5.71.60,148,245
2017-11-07 10:34:18,smtp,10.116.216.71,10.5.71.60,136,119
2017-11-07 10:34:24,smtp,10.116.216.71,10.5.71.60,171,230
2017-11-07 10:34:24,smtp,10.116.216.71,10.5.71.60,163,232
2017-11-07 10:34:33,smtp,163.177.72.176,10.5.71.60,152,231
2017-11-07 10:34:35,smtp,10.116.216.71,10.5.71.60,112,286
2017-11-07 10:34:47,smtp,10.116.216.71,10.5.71.60,114,111
2017-11-07 10:34:49,smtp,10.116.216.72,10.5.71.60,105,141
2017-11-07 10:34:52,smtp,222.189.247.148,10.5.71.60,103,192
2017-11-07 10:34:57,smtp,10.116.216.71,10.5.71.60,128,297
2017-11-07 10:34:57,smtp,10.116.216.71,10.5.71.60,120,285
2017-11-07 10:35:00,smtp,10.116.216.71,10.5.71.60,180,182
2017-11-07 10:35:02,smtp,10.116.216.73,10.5.71.60,152,161
2017-11-07 10:35:13,smtp,10.116.216.73,10.5.71.60,126,104
2017-11-07 10:35:15,smtp,10.116.216.71,10.5.71.60,199,292
2017-11-07 10:35:15,smtp,10.116.216.72,10.5.71.60,124,353
2017-11-07 10:35:17,smtp,10.116.216.71,10.5.71.60,127,368
2017-11-07 10:35:19,smtp,10.64.105.219,10.5.71.60,130,377
2017-11-07 10:35:20,smtp,10.116.216.71,10.5.71.60,177,274
2017-11-07 10:35:33,smtp,10.116.216.72,10.5.71.60,114,211
2017-11-07 10:35:35,smtp,10.116.216.71,10.5.71.60,183,339
2017-11-07 10:35:35,smtp,10.116.216.71,10.5.71.60,162,357
2017-11-07 10:35:43,smtp,10.116.216.71,10.5.71.60,122,180
2017-11-07 10:35:44,smtp,36.6.212.31,10.5.71.60,103,171
2017-11-07 10:35:45,smtp,10.116.216.72,10.5.71.60,110,214
2017-11-07 10:35:51,smtp,10.64.105.105,10.5.71.60,181,141
2017-11-07 10:36:08,smtp,10.116.216.72,10.5.71.60,189,305
2017-11-07 10:36:14,smtp,10.116.216.71,10.5.71.60,151,174
2017-11-07 10:36:16,smtp,115.213.99.80,10.5.71.60,100,143
2017-11-07 10:36:20,smtp,10.116.216.72,10.5.71.60,195,153
2017-11-07 10:36:22,smtp,59.33.118.1,10.5.71.60,160,229
2017-11-07 10:36:34,smtp,10.116.216.71,10.5.71.60,118,259
2017-11-07 10:36:37,smtp,10.64.105.195,10.5.71.60,193,169
2017-11-07 10:36:40,smtp,10.64.105.204,10.5.71.60,132,179
2017-11-07 10:36:49,smtp,10.116.216.71,10.5.71.60,136,227
2017-11-07 10:36:50,smtp,222.189.247.148,10.5.71.60,186,283
2017-11-07 10:36:50,smtp,10.116.216.72,10.5.71.60,110,161
2017-11-07 10:36:51,smtp,180.116.214.140,10.5.71.60,135,133
2017-11-07 10:36:53,smtp,10.116.216.71,10.5.71.60,126,398
2017-11-07 10:36:59,smtp,10.116.216.72,10.5.71.60,174,144
2017-11-07 10:36:59,smtp,10.116.216.71,10.5.71.60,184,337
2017-11-07 10:37:04,smtp,10.116.216.71,10.5.71.60,126,111
2017-11-07 10:37:05,smtp,10.116.216.71,10.5.71.60,138,214
2017-11-07 10:37:16,smtp,10.116.216.71,10.5.71.60,152,360
2017-11-07 10:37:18,smtp,118.192.64.194,10.5.71.60,112,254
2017-11-07 10:37:19,smtp,10.116.216.73,10.5.71.60,146,346
2017-11-07 10:37:23,smtp,10.64.105.59,10.5.71.60,162,296
2017-11-07 10:37:33,smtp,10.116.216.71,10.5.71.60,178,144
2017-11-07 10:37:38,smtp,10.116.216.71,10.5.71.60,119,311
2017-11-07 10:37:48,smtp,10.116.216.71,10.5.71.60,131,379
2017-11-07 10:38:02,smtp,10.116.216.71,10.5.71.60,102,148
2017-11-07 10:38:03,smtp,10.64.106.20,10.5.71.60,107,165
2017-11-07 10:38:09,smtp,10.116.216.72,10.5.71.60,153,133
2017-11-07 10:38:09,smtp,10.64.105.167,10.5.71.60,174,351
2017-11-07 10:38:14,smtp,10.116.216.72,10.5.71.60,172,289
2017-11-07 10:38:15,smtp,10.116.216.71,10.5.71.60,140,276
2017-11-07 10:38:16,smtp,10.116.216.71,10.5.71.60,178,108
2017-11-07 10:38:20,smtp,10.116.216.71,10.5.71.60,117,244
2017-11-07 10:38:24,smtp,10.116.216.72,10.5.71.60,191,388
2017-11-07 10:38:26,smtp,10.116.216.73,10.5.71.60,144,334
2017-11-07 10:38:28,smtp,10.116.216.71,10.5.71.60,130,360
2017-11-07 10:38:28,smtp,10.64.105.7,10.5.71.60,104,210
2017-11-07 10:38:31,smtp,10.64.105.62,10.5.71.60,141,145
2017-11-07 10:38:31,smtp,10.116.216.71,10.5.71.60,154,358
2017-11-07 10:38:34,smtp,10.116.216.73,10.5.71.60,147,217
2017-11-07 10:38:39,smtp,10.116.216.72,10.5.71.60,113,378
2017-11-07 10:38:42,smtp,10.116.216.71,10.5.71.60,158,123
2017-11-07 10:38:45,smtp,218.0.69.130,10.5.71.60,156,382
2017-11-07 10:38:49,smtp,125.112.225.185,10.5.71.60,110,348
2017-11-07 10:38:52,smtp,10.116.216.71,10.5.71.60,118,171
2017-11-07 10:38:53,smtp,10.116.216.71,10.5.71.60,147,138
2017-11-07 10:38:55,smtp,10.116.216.71,10.5.71.60,192,231
2017-11-07 10:38:57,smtp,10.64.105.168,10.5.71.60,108,251
2017-11-07 10:39:03,smtp,10.116.216.71,10.5.71.60,137,317
2017-11-07 10:39:05,smtp,10.116.216.71,10.5.71.60,198,266
2017-11-07 10:39:11,smtp,10.116.216.72,10.5.71.60,151,185
2017-11-07 10:39:18,smtp,10.116.216.71,10.5.71.60,149,234
2017-11-07 10:39:26,smtp,10.64.105.128,10.5.71.60,114,278
2017-11-07 10:39:31,smtp,10.64.105.218,10.5.71.60,127,287
2017-11-07 10:39:32,smtp,10.64.105.49,10.5.71.60,107,198
2017-11-07 10:39:33,smtp,10.116.216.72,10.5.71.60,155,245
2017-11-07 10:39:34,smtp,10.116.216.71,10.5.71.60,133,383
2017-11-07 10:39:35,smtp,10.116.216.71,10.5.71.60,159,129
2017-11-07 10:39:41,smtp,118.192.64.194,10.5.71.60,131,397
2017-11-07 10:39:43,smtp,10.64.105.81,10.5.71.60,145,243
2017-11-07 10:39:44,smtp,10.116.216.71,10.5.71.60,176,266
2017-11-07 10:39:45,smtp,10.116.216.71,10.5.71.60,174,214
2017-11-07 10:39:49,smtp,10.116.216.71,10.5.71.60,192,159
2017-11-07 10:39:52,smtp,10.116.216.73,10.5.71.60,131,225
2017-11-07 10:39:58,smtp,10.64.105.45,10.5.71.60,175,105
2017-11-07 10:40:05,smtp,10.116.216.72,10.5.71.60,183,350
2017-11-07 10:40:06,smtp,10.116.216.71,10.5.71.60,106,308
2017-11-07 10:40:11,smtp,10.116.216.71,10.5.71.60,121,363
2017-11-07 10:40:11,smtp,10.64.105.251,10.5.71.60,130,215
2017-11-07 10:40:12,smtp,10.116.216.72,10.5.71.60,179,233
2017-11-07 10:40:13,smtp,10.116.216.71,10.5.71.60,163,231
2017-11-07 10:40:14,smtp,10.116.216.71,10.5.71.60,155,334
2017-11-07 10:40:16,smtp,10.116.216.71,10.5.71.60,182,138
2017-11-07 10:40:20,smtp,10.64.105.101,10.5.71.60,121,186
2017-11-07 10:40:28,smtp,10.116.216.73,10.5.71.60,144,194
2017-11-07 10:40:39,smtp,10.116.216.71,10.5.71.60,134,295
2017-11-07 10:40:40,smtp,10.116.216.71,10.5.71.60,134,293
2017-11-07 10:40:40,smtp,222.189.247.148,10.5.71.60,120,127
2017-11-07 10:40:42,smtp,10.116.216.71,10.5.71.60,161,115
2017-11-07 10:40:45,smtp,10.116.216.71,10.5.71.60,197,247
2017-11-07 10:40:51,smtp,115.213.99.80,10.5.71.60,112,374
2017-11-07 10:40:52,smtp,10.116.216.71,10.5.71.60,131,361
2017-11-07 10:40:53,smtp,10.64.105.164,10.5.71.60,145,229
2017-11-07 10:40:59,smtp,10.116.216.72,10.5.71.60,185,279
2017-11-07 10:41:02,smtp,10.116.216.71,10.5.71.60,126,232
2017-11-07 10:41:03,smtp,10.64.105.33,10.5.71.60,139,201
2017-11-07 10:41:06,smtp,10.116.216.71,10.5.71.60,166,344
2017-11-07 10:41:15,smtp,180.116.214.140,10.5.71.60,121,173
2017-11-07 10:41:17,smtp,10.64.106.28,10.5.71.60,158,201
2017-11-07 10:41:21,smtp,10.116.216.71,10.5.71.60,197,390
2017-11-07 10:41:26,smtp,60.182.126.242,10.5.71.60,165,370
2017-11-07 10:41:27,smtp,10.116.216.71,10.5.71.60,174,322
2017-11-07 10:41:27,smtp,10.116.216.71,10.5.71.60,194,324
2017-11-07 10:41:28,smtp,10.116.216.71,10.5.71.60,140,197
2017-11-07 10:41:31,smtp,10.116.216.72,10.5.71.60,173,139
2017-11-07 10:41:33,smtp,10.116.216.72,10.5.71.60,192,256
2017-11-07 10:41:33,smtp,10.116.216.71,10.5.71.60,105,343
2017-11-07 10:41:34,smtp,10.116.216.71,10.5.71.60,156,261
2017-11-07 10:41:34,smtp,10.64.105.162,10.5.71.60,194,184
2017-11-07 10:41:34,smtp,60.182.73.177,10.5.71.60,131,228
2017-11-07 10:41:36,smtp,10.116.216.72,10.5.71.60,108,336
2017-11-07 10:41:39,smtp,10.116.216.72,10.5.71.60,125,295
2017-11-07 10:41:49,smtp,10.116.216.71,10.5.71.60,111,147
2017-11-07 10:41:50,smtp,10.64.105.102,10.5.71.60,102,166
2017-11-07 10:41:50,smtp,10.116.216.71,10.5.71.60,184,328
2017-11-07 10:41:50,smtp,10.64.105.143,10.5.71.60,157,238
2017-11-07 10:41:52,smtp,10.116.216.71,10.5.71.60,198,392
2017-11-07 10:41:53,smtp,10.64.105.120,10.5.71.60,142,145
2017-11-07 10:41:58,smtp,10.116.216.71,10.5.71.60,154,359
2017-11-07 10:42:05,smtp,10.116.216.71,10.5.71.60,169,233
2017-11-07 10:42:12,smtp,10.64.105.185,10.5.71.60,176,224
2017-11-07 10:42:16,smtp,10.64.105.200,10.5.71.60,177,396
2017-11-07 10:42:17,smtp,10.116.216.71,10.5.71.60,183,328
2017-11-07 10:42:22,smtp,10.116.216.71,10.5.71.60,192,277
2017-11-07 10:42:24,smtp,10.116.216.71,10.5.71.60,197,123
2017-11-07 10:42:27,smtp,10.116.216.72,10.5.71.60,102,128
2017-11-07 10:42:35,smtp,14.17.32.47,10.5.71.60,150,191
2017-11-07 10:42:36,smtp,10.116.216.71,10.5.71.60,110,367
2017-11-07 10:42:40,smtp,10.116.216.71,10.5.71.60,106,182
2017-11-07 10:42:40,smtp,10.116.216.71,10.5.71.60,189,254
2017-11-07 10:42:43,smtp,10.64.106.40,10.5.71.60,104,387
2017-11-07 10:42:45,smtp,10.64.105.135,10.5.71.60,122,398
2017-11-07 10:42:55,smtp,10.64.106.35,10.5.71.60,103,319
2017-11-07 10:42:56,smtp,10.116.216.73,10.5.71.60,141,307
2017-11-07 10:42:58,smtp,10.116.216.72,10.5.71.60,132,250
2017-11-07 10:43:08,smtp,10.116.216.71,10.5.71.60,169,184
2017-11-07 10:43:10,smtp,10.116.216.71,10.5.71.60,170,361
2017-11-07 10:43:14,smtp,10.64.106.51,10.5.71.60,150,178
2017-11-07 10:43:24,smtp,10.116.216.72,10.5.71.60,124,182
2017-11-07 10:43:25,smtp,10.116.216.71,10.5.71.60,178,265
2017-11-07 10:43:28,smtp,125.112.226.59,10.5.71.60,189,126
2017-11-07 10:43:36,smtp,10.116.216.72,10.5.71.60,113,142
2017-11-07 10:43:37,smtp,10.116.216.71,10.5.71.60,178,244
2017-11-07 10:43:43,smtp,10.116.216.71,10.5.71.60,196,366
2017-11-07 10:43:59,smtp,10.64.106.27,10.5.71.60,119,138
2017-11-07 10:44:00,smtp,10.116.216.71,10.5.71.60,155,291
2017-11-07 10:44:02,smtp,10.116.216.72,10.5.71.60,172,258
2017-11-07 10:44:03,smtp,10.116.216.71,10.5.71.60,172,196
2017-11-07 10:44:05,smtp,118.192.64.194,10.5.71.60,193,114
2017-11-07 10:44:06,smtp,125.112.225.185,10.5.71.60,145,107
2017-11-07 10:44:07,smtp,10.116.216.71,10.5.71.60,199,357
2017-11-07 10:44:11,smtp,10.64.105.57,10.5.71.60,156,230
2017-11-07 10:44:23,smtp,10.116.216.71,10.5.71.60,162,384
2017-11-07 10:44:27,smtp,10.116.216.72,10.5.71.60,191,123
2017-11-07 10:44:30,smtp,10.116.216.71,10.5.71.60,128,178
2017-11-07 10:44:34,smtp,10.64.105.244,10.5.71.60,162,225
2017-11-07 10:44:38,smtp,10.64.105.144,10.5.71.60,176,283
2017-11-07 10:44:39,smtp,10.116.216.73,10.5.71.60,113,349
2017-11-07 10:44:43,smtp,125.112.226.59,10.5.71.60,112,330
2017-11-07 10:44:45,smtp,10.116.216.71,10.5.71.60,136,104
2017-11-07 10:44:46,smtp,103.42.106.42,10.5.71.60,136,374
2017-11-07 10:44:50,smtp,222.189.244.116,10.5.71.60,175,338
2017-11-07 10:44:53,smtp,10.116.216.71,10.5.71.60,127,133
2017-11-07 10:44:54,smtp,10.116.216.72,10.5.71.60,124,308
2017-11-07 10:45:01,smtp,10.116.216.72,10.5.71.60,168,256
2017-11-07 10:45:02,smtp,10.64.105.83,10.5.71.60,161,153
2017-11-07 10:45:05,smtp,10.116.216.71,10.5.71.60,145,141
2017-11-07 10:45:18,smtp,10.64.105.180,10.5.71.60,186,105
2017-11-07 10:45:26,smtp,14.17.32.47,10.5.71.60,135,123
2017-11-07 10:45:28,smtp,10.116.216.72,10.5.71.60,164,348
2017-11-07 10:45:28,smtp,10.116.216.72,10.5.71.60,169,283
2017-11-07 10:45:34,smtp,10.116.216.73,10.5.71.60,111,269
2017-11-07 10:45:37,smtp,10.116.216.72,10.5.71.60,124,110
2017-11-07 10:45:38,smtp,10.116.216.72,10.5.71.60,104,219
2017-11-07 10:45:52,smtp,10.64.106.7,10.5.71.60,161,179
2017-11-07 10:45:54,smtp,10.64.105.114,10.5.71.60,172,286
2017-11-07 10:46:02,smtp,10.116.216.72,10.5.71.60,188,305
2017-11-07 10:46:09,smtp,10.116.216.71,10.5.71.60,127,339
2017-11-07 10:46:13,smtp,10.116.216.73,10.5.71.60,190,103
2017-11-07 10:46:23,smtp,10.116.216.71,10.5.71.60,148,251
2017-11-07 10:46:24,smtp,10.116.216.71,10.5.71.60,146,118
2017-11-07 10:46:25,smtp,10.116.216.71,10.5.71.60,144,134
2017-11-07 10:46:34,smtp,10.116.216.73,10.5.71.60,104,211
2017-11-07 10:46:34,smtp,10.116.216.73,10.5.71.60,148,211
2017-11-07 10:46:36,smtp,10.64.105.95,10.5.71.60,198,244
2017-11-07 10:46:40,smtp,10.116.216.73,10.5.71.60,105,119
2017-11-07 10:46:50,smtp,10.64.106.36,10.5.71.60,138,281
2017-11-07 10:46:54,smtp,10.116.216.73,10.5.71.60,124,152
2017-11-07 10:46:59,smtp,10.64.105.165,10.5.71.60,116,349
2017-11-07 10:47:07,smtp,10.116.216.71,10.5.71.60,137,116
2017-11-07 10:47:10,smtp,10.64.105.233,10.5.71.60,164,359
2017-11-07 10:47:12,smtp,10.116.216.71,10.5.71.60,133,193
2017-11-07 10:47:15,smtp,111.202.126.72,10.5.71.60,139,192
2017-11-07 10:47:15,smtp,125.117.51.204,10.5.71.60,155,259
2017-11-07 10:47:16,smtp,10.116.216.71,10.5.71.60,124,109
2017-11-07 10:47:16,smtp,10.116.216.71,10.5.71.60,117,163
2017-11-07 10:47:18,smtp,10.116.216.73,10.5.71.60,113,354
2017-11-07 10:47:19,smtp,10.116.216.71,10.5.71.60,141,196
2017-11-07 10:47:23,smtp,10.116.216.71,10.5.71.60,121,290
2017-11-07 10:47:41,smtp,60.182.73.177,10.5.71.60,119,315
2017-11-07 10:47:46,smtp,180.116.214.140,10.5.71.60,133,358
2017-11-07 10:47:48,smtp,10.64.105.230,10.5.71.60,130,326
2017-11-07 10:47:49,smtp,10.116.216.72,10.5.71.60,144,128
2017-11-07 10:47:53,smtp,10.116.216.71,10.5.71.60,115,150
2017-11-07 10:47:55,smtp,10.116.216.71,10.5.71.60,153,266
2017-11-07 10:47:56,smtp,10.64.105.37,10.5.71.60,156,373
2017-11-07 10:48:08,smtp,10.116.216.71,10.5.71.60,123,182
2017-11-07 10:48:10,smtp,10.64.105.115,10.5.71.60,171,178
2017-11-07 10:48:17,smtp,10.116.216.71,10.5.71.60,109,330
